PD792141536BR,15/07/2014 09:20:52
DM029595650BR,07/07/2014 18:50:33
PD825104578BR,05/08/2014 18:13:17
PD686821713BR,07/07/2014 18:50:39
DM031027944BR,10/07/2014 20:10:59
DM022480309BR,07/07/2014 18:50:41
PD785104626BR,15/07/2014 09:21:08
DM034983277BR,15/07/2014 09:21:11
PD792609134BR,15/07/2014 09:21:26
PD802917110BR,22/07/2014 12:42:29
PD716504901BR,15/07/2014 09:21:33
DM032862863BR,22/07/2014 12:58:08
PD799275095BR,22/07/2014 13:11:29
DM031640794BR,10/07/2014 20:11:44
PD796716862BR,15/07/2014 09:21:39
PD796549586BR,15/07/2014 09:21:41
PD796399277BR,15/07/2014 09:22:00
PD796662285BR,15/07/2014 09:22:18
DM029487139BR,07/07/2014 18:51:21
PD788001395BR,15/07/2014 09:22:50
PD796440907BR,15/07/2014 09:22:57
PD801710516BR,22/07/2014 13:22:58
PD735999697BR,15/07/2014 09:24:20
PD792584993BR,15/07/2014 09:24:27
DM041492066BR,22/07/2014 13:23:19
PD792001485BR,15/07/2014 09:24:41
DM033389552BR,15/07/2014 09:24:56
DM032883832BR,15/07/2014 09:24:58
PD796424586BR,15/07/2014 09:25:03
DM034483165BR,15/07/2014 09:25:10
PD805857548BR,22/07/2014 13:26:04
PD773109484BR,15/07/2014 09:25:31
SW966314724BR,07/07/2014 18:52:28
DG543184764BR,15/07/2014 09:25:46
DM028325483BR,07/07/2014 18:52:28
PD795593932BR,15/07/2014 09:25:50
DG580373872BR,05/08/2014 18:23:40
PD785250456BR,07/07/2014 18:52:32
PD800496405BR,22/07/2014 13:35:10
PD741075943BR,15/07/2014 09:26:23
PD796544371BR,15/07/2014 09:26:24
DG543123368BR,10/07/2014 21:14:38
PD785489422BR,15/07/2014 09:26:26
PD785409115BR,07/07/2014 18:52:47
PD796072969BR,15/07/2014 09:26:27
PD752940762BR,15/07/2014 09:26:27
DG543136097BR,10/07/2014 21:15:54
DG543122946BR,10/07/2014 21:15:58
DM034479679BR,15/07/2014 09:26:51
PD796612584BR,15/07/2014 09:26:52
DM034440752BR,15/07/2014 09:26:52
PD723585185BR,10/07/2014 21:16:12
PD796152273BR,15/07/2014 09:26:55
DM029593954BR,07/07/2014 18:53:00
PD755062896BR,22/07/2014 13:42:50
PD791928180BR,10/07/2014 21:16:30
PD720515582BR,10/07/2014 21:16:30
DM035111713BR,15/07/2014 09:27:11
DG543121336BR,10/07/2014 21:17:53
SW919801215BR,05/08/2014 18:27:26
PD845140591BR,05/08/2014 18:27:40
PD742219649BR,15/07/2014 09:29:08
PD791494846BR,10/07/2014 21:19:19
DM029658859BR,15/07/2014 09:41:52
DM035053471BR,15/07/2014 09:42:16
DM034990984BR,15/07/2014 09:42:26
PD796104701BR,15/07/2014 09:42:28
PD796628893BR,15/07/2014 09:42:57
PD794592516BR,22/07/2014 13:58:37
PD796539535BR,15/07/2014 09:43:05
DM035041133BR,15/07/2014 09:43:06
DM035038148BR,15/07/2014 09:43:10
DM034985777BR,15/07/2014 09:43:12
DM033364860BR,15/07/2014 09:43:21
DM034456681BR,15/07/2014 09:43:30
DM035134158BR,15/07/2014 09:43:32
DM035152678BR,15/07/2014 09:43:36
PD796455107BR,15/07/2014 09:43:47
DG543177905BR,15/07/2014 09:43:48
PD796108005BR,15/07/2014 09:43:49
DG543151205BR,15/07/2014 09:43:53
DM031657769BR,10/07/2014 21:20:30
PD796091755BR,15/07/2014 09:43:56
PD796076197BR,15/07/2014 09:44:08
DM028317337BR,15/07/2014 09:44:09
PD796534048BR,15/07/2014 09:44:12
DM033369495BR,15/07/2014 09:44:18
DM032889092BR,15/07/2014 09:44:22
DM033332235BR,15/07/2014 09:44:22
DM031033370BR,15/07/2014 09:44:24
DM033381580BR,15/07/2014 09:44:25
DM032861182BR,15/07/2014 09:44:28
DM034984961BR,15/07/2014 09:44:31
PD796555459BR,15/07/2014 09:44:32
DM034987628BR,15/07/2014 09:44:33
DM035041601BR,15/07/2014 09:44:36
DM033368019BR,15/07/2014 09:44:38
DM065078809BR,05/08/2014 18:30:43
DM034487975BR,15/07/2014 09:44:44
PD796452216BR,15/07/2014 09:44:45
PD802788358BR,22/07/2014 14:28:19
DM034483832BR,15/07/2014 09:44:55
DM034490590BR,15/07/2014 09:44:58
DM034431605BR,15/07/2014 09:45:03
DM035028724BR,15/07/2014 09:45:06
DM035059925BR,15/07/2014 09:45:10
PD785395950BR,15/07/2014 09:45:10
DM032835823BR,15/07/2014 09:45:12
DM033378342BR,15/07/2014 09:45:17
DM034983056BR,15/07/2014 09:45:17
DM035106157BR,15/07/2014 09:45:17
DG543150615BR,15/07/2014 09:45:28
DG543186663BR,15/07/2014 09:45:29
DM035097676BR,15/07/2014 09:45:43
PD795224787BR,15/07/2014 09:45:54
PD792164695BR,10/07/2014 21:23:01
DM034997302BR,15/07/2014 09:45:56
DG543184605BR,15/07/2014 09:45:59
DM034404485BR,15/07/2014 09:46:08
DM033344423BR,15/07/2014 09:46:11
PD796669399BR,15/07/2014 09:46:11
